"sample","Biosynthesis","Degradation","Structure","metabolic_function","richness.y","neutral.y","phylo.y","mapped.y","total.y","metabolic_capacity","richness","neutral","phylo","mapped","total","sampleID","captureID","specimen","animal","sample_type","species","order","development","sampling_areaEHI","sampling_date","country","geographic_location","latitude","longitude","n_extractions","n_libraries","n_indexed_libraries","n_sequenced_datasets","host_data","metagenomic_data","n_MAGs","sex","bm","repro","sampling_site","area_type","macroarea","metapop","index200","index500","x","y","month","year","season","singlem_fraction","reads_post_fastp","host_reads","reads_lost_fastp_percent","metagenomic_bases","host_bases","bases_lost_fastp_percent","diversity","C"
"EHI01831",0.34464765774526,0.193981367788518,0.364684216142326,0.269314512766889,1594,66.284,3.099,2.665,4.249,0.660190430914553,1594,66.284,3.099,2.665,4.249,"ABC08","SD0044603","SD00446","5954","Faecal","Sciurus vulgaris","Rodentia","Adult","Calusco",2021-04-13,"Italy","Lombardy, Calusco",4568,946,1,2,1,1,"0.631","3.228",0,"F",250,"nonbreeding","C03-18","rural","CAL","CAL","0.047","0.227",9460459,45680513,4,2021,"spring-summer","0.7903",26733570,4676223,"0.0563205723588623",3228004361,630770797,"0.0919165846543551",179505664678819,"0.922900544421555"
"EHI01996",0.349348397731682,0.175147333772632,0.327750335693144,0.262247865752157,1655,185.157,6.121,2.074,4.078,0.633745843402028,1655,185.157,6.121,2.074,4.078,"ABA24","SD0030301","SD00303","4669","Faecal","Sciurus vulgaris","Rodentia","Adult","Pineta",2021-03-09,"Italy","Lombardy, Pineta",4576,89,1,1,1,1,"0.492","3.132",0,"F",365,"nonbreeding","PIN-CAPR","suburban","PINS","PIN","0.464","0.416",8904471,45757363,3,2021,"spring-summer","0.67",25387282,3861786,"0.0662175252402053",3131665228,492029972,"0.111433545969674",192302354623268,"0.770765381585551"
"EHI01997",0.368702252383495,0.196781084715339,0.339161792515634,0.282741668549417,1652,169.934,5.786,3.488,5.953,0.678537267937379,1652,169.934,5.786,3.488,5.953,"ADU68","SD0172401","SD01724","5750","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2021-08-26,"Italy","Lombardy, Varese",4582,881,1,1,1,1,"0.62","4.972",0,"M",315,"nonbreeding","Palace","suburban","VAS","VA","0.37","0.561",8808913,45823564,8,2021,"spring-summer","0.6609",38272072,4215843,"0.0356087786247039",4971548164,619726542,"0.0607291494845746",189924668502867,"0.836001015223701"
"EHI01998",0.299799672715358,0.157592500370658,0.30864313081738,0.228696086543008,1502,72.676,3.933,2.564,3.896,0.560273216691809,1502,72.676,3.933,2.564,3.896,"AEM33","SD0177902","SD01779","5829","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2022-01-25,"Italy","Lombardy, Varese",4583,883,1,1,1,1,"0.037","3.638",0,"F",310,"nonbreeding","Ville Ponti","urban","VAU","VA","0.842","0.876",8831966,45825571,1,2022,"winter","0.7026",25145474,254125,"0.0318583257151446",3638135289,37134186,"0.0566409570765375",176689883154842,"0.911934070608864"
"EHI01999",0.383439451130933,0.174742624658314,0.366310481902112,0.279091037894623,1509,14.604,3.865,2.749,5.033,0.680285569756617,1509,14.604,3.865,2.749,5.033,"AEM16","SD0169103","SD01691","5702","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2021-12-21,"Italy","Lombardy, Varese",4583,88,1,1,1,1,"0.898","3.675",0,"M",345,"breeding","Villa Baragiola","urban","VAU","VA","0.723","0.714",8798065,45832156,12,2021,"winter","0.7856",31587782,6331513,"0.0584930013607058",3674904988,897565494,"0.0914181185888926",162472592795148,"0.918082341748026"
"EHI02000",0.352214275404076,0.165537848278109,0.308668816125168,0.258876061841093,1618,191.999,4.812,1.844,2.739,0.620641729057241,1618,191.999,4.812,1.844,2.739,"AAZ62","SD0030001","SD00300","4389","Faecal","Sciurus carolinensis","Rodentia","Adult","Torino",2021-02-23,"Italy","Piedmont, Torino",4506,769,1,1,1,1,"0.206","2.208",0,"M",620,"nonbreeding","TO","urban","TO","TO","0.576","0.71",7687153,45056009,2,2021,"winter","0.6648",16612282,1384757,"0.0903550358715567",2207615419,206114307,"0.118869966200097",191371920516721,"0.715588092114422"
"EHI02001",0.349656973305481,0.17556108971128,0.330339705462103,0.262609031508381,1607,224.84,5.113,2.788,3.989,0.635331298170796,1607,224.84,5.113,2.788,3.989,"ABB49","SD0036102","SD00361","5640","Faecal","Sciurus carolinensis","Rodentia","Adult","RS",2021-03-25,"Italy","Piedmont, RS",4495,76,1,1,1,1,"0.12","3.301",0,"M",440,"nonbreeding","RS","suburban","RS","PR","0.2","0.224",7594981,44950145,3,2021,"spring-summer","0.6753",23661504,860579,"0.110185435195457",3300896153,119611674,"0.142455840650834",193368565446777,"0.770175203982632"
"EHI02002",0.363114557262949,0.17546201856332,0.343530185041528,0.269288287913135,1650,215.874,6.401,3.707,5.574,0.653086637506778,1650,215.874,6.401,3.707,5.574,"AAV53","SD0043801","SD00438","5936","Faecal","Sciurus carolinensis","Rodentia","Adult","AddaNord",2021-01-12,"Italy","Lombardy, AddaNord",4556,952,1,1,1,1,"0.242","4.762",0,"F",510,"nonbreeding","C03-01","rural","AN","AN","0.13","0.146",9524899,45563423,1,2021,"winter","0.6172",35282456,1755331,"0.0505024855027366",4762269560,242427677,"0.102113226406759",192290533758151,"0.800015557847243"
"EHI02003",0.368127277794568,0.176813964898776,0.347311459527305,0.272470621346672,1654,228.924,7.501,3.377,4.897,0.660711729202446,1654,228.924,7.501,3.377,4.897,"AAA74","SD0046301","SD00463","5985","Faecal","Sciurus carolinensis","Rodentia","Adult","AddaNord",2020-11-10,"Italy","Lombardy, AddaNord",4556,953,1,1,1,1,"0.515","4.071",0,"F",630,"nonbreeding","C03-02","rural","AN","AN","0.13","0.146",9524899,45563423,11,2020,"autumn","0.6858",31370794,3463016,"0.0391381560005636",4070643032,514715809,"0.0636946472436797",192729985181846,"0.790965273363592"
"EHI02004",0.369710273811608,0.185544884573543,0.357787621178172,0.277627579192576,1654,133.887,7.869,4.186,6.96,0.674517698777875,1654,133.887,7.869,4.186,6.96,"ABB81","SD0029902","SD00299","4388","Faecal","Sciurus carolinensis","Rodentia","Adult","Torino",2021-04-08,"Italy","Piedmont, Torino",4506,769,1,1,1,1,"1.357","5.22",0,"M",640,"breeding","TO","urban","TO","TO","0.576","0.71",7687153,45056009,4,2021,"spring-summer","0.6639",45053134,9155200,"0.0289764313087948",5220439933,1357285747,"0.0548749744149676",187871530766938,"0.821468215122684"
"EHI02005",0.377707805602064,0.183439764213308,0.342667898238794,0.280573784907686,1635,120.804,7.364,2.447,5.75,0.675370202561637,1635,120.804,7.364,2.447,5.75,"AAV68","SD0040601","SD00406","5754","Faecal","Sciurus vulgaris","Rodentia","Adult","Pineta",2021-01-29,"Italy","Lombardy, Pineta",4578,891,1,1,1,1,"1.928","3.536",0,"M",280,"nonbreeding","PIN","suburban","PINR","PIN","0.122","0.279",8910721,45778953,1,2021,"winter","0.7133",37312178,13027675,"0.0266577430139313",3535618721,1927549730,"0.0499022043345697",190388227743558,"0.831965490904353"
"EHI02006",0.344325775669354,0.184174020156264,0.343136234334464,0.264249897912809,1657,253.837,8.72,4.66,6.23,0.642878540603773,1657,253.837,8.72,4.66,6.23,"AAV58","SD0046302","SD00463","5985","Faecal","Sciurus carolinensis","Rodentia","Adult","AddaNord",2021-01-13,"Italy","Lombardy, AddaNord",4556,952,1,1,1,1,"0.055","5.841",0,"F",540,"nonbreeding","C03-02","rural","AN","AN","0.13","0.146",9524899,45563423,1,2021,"winter","0.6667",40407086,376991,"0.0270974231993203",5841418257,55147896,"0.0535019188582631",195458803636712,"0.811937173754245"
"EHI02007",0.360381223839881,0.197854877701673,0.383090428159187,0.279118050770777,1611,92.127,5.303,2.255,4.42,0.685932910927949,1611,92.127,5.303,2.255,4.42,"ACH02","SD0169101","SD01691","5702","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2021-05-12,"Italy","Lombardy, Varese",4583,88,1,1,1,1,"1.111","2.951",0,"M",340,"nonbreeding","Villa Baragiola","urban","VAU","VA","0.723","0.714",8798065,45832156,5,2021,"spring-summer","0.6847",28392496,7896729,"0.0363727630048544",2950752742,1110635435,"0.0810566596264822",182868040727568,"0.855400053172592"
"EHI02008",0.34646596226336,0.183672382193394,0.345545552336342,0.265069172228377,1520,201.006,3.932,2.511,3.412,0.645320195235535,1520,201.006,3.932,2.511,3.412,"ABB14","SD0036402","SD00364","5644","Faecal","Sciurus carolinensis","Rodentia","Adult","RS",2021-03-23,"Italy","Piedmont, RS",4495,76,1,1,1,1,"0.037","3.094",0,"M",470,"nonbreeding","RS","suburban","RS","PR","0.2","0.224",7594981,44950145,3,2021,"spring-summer","0.6704",21436048,285653,"0.0576655849216984",3093839848,37243981,"0.0823781048441256",191541143307112,"0.767664131883159"
"EHI02009",0.347231065684144,0.176785012112629,0.373347621904085,0.262008038898387,1488,41.341,3.981,2.823,4.263,0.648465285098135,1488,41.341,3.981,2.823,4.263,"ACG56","SD0169201","SD01692","5779","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2021-05-12,"Italy","Lombardy, Varese",4583,88,1,1,1,1,"0.273","3.748",0,"F",360,"lactating","Villa Baragiola","urban","VAU","VA","0.723","0.714",8798065,45832156,5,2021,"spring-summer","0.6609",27472792,1854914,"0.0332465349439702",3747872446,272625900,"0.0568048302122487",169956644325187,"0.915335917592854"
"EHI02011",0.388124855461457,0.184578875962585,0.350361499906787,0.286351865712021,1614,94.921,6.741,1.648,5.649,0.689490898059637,1614,94.921,6.741,1.648,5.649,"ACG49","SD0040602","SD00406","5754","Faecal","Sciurus vulgaris","Rodentia","Adult","Pineta",2021-04-28,"Italy","Lombardy, Pineta",4578,891,1,1,1,1,"3.085","2.213",0,"M",300,"breeding","PIN","suburban","PINR","PIN","0.122","0.279",8910721,45778953,4,2021,"spring-summer","0.6589",36454294,20969332,"0.032097546702762",2212910782,3084715614,"0.0622804572138826",185186008375679,"0.799679497025373"
"EHI02012",0.371074449951201,0.180989337258083,0.289691410785436,0.276031893604642,1581,87.067,4.532,3.745,6.345,0.648627590804429,1581,87.067,4.532,3.745,6.345,"ADV63","SD0171102","SD01711","5748","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2021-11-04,"Italy","Lombardy, Varese",458,885,1,1,1,1,"1.508","4.494",0,"M",310,"nonbreeding","ASL","urban","VAS","VA","0.59","0.651",8848748,45799523,11,2021,"autumn","0.6495",41225152,10345228,"0.0254777588014222",4494140709,1507774171,"0.0541373802833292",179925072082399,"0.896467773360917"
"EHI02013",0.349296612370684,0.176783816872612,0.34161944585226,0.263040214621648,1641,314.507,6.247,3.055,4.102,0.639953577860716,1641,314.507,6.247,3.055,4.102,"AAZ57","SD0031301","SD00313","4914","Faecal","Sciurus carolinensis","Rodentia","Adult","Torino",2021-02-23,"Italy","Piedmont, Torino",4506,769,1,1,1,1,"0.029","3.728",0,"M",580,"breeding","TO","urban","TO","TO","0.576","0.71",7687153,45056009,2,2021,"winter","0.6633",25705342,204150,"0.0600655638054329",3728406764,29480386,"0.0839342422499679",196733317931763,"0.74577174792565"
"EHI02014",0.359967894866002,0.182835953147285,0.356103285403127,0.271401924006643,1640,253.517,7.388,3.593,4.82,0.661504943147662,1640,253.517,7.388,3.593,4.82,"AEM52","SD0039602","SD00396","5709","Faecal","Sciurus carolinensis","Rodentia","Adult","ILO",2022-02-08,"Italy","Piedmont, ILO",4502,767,1,1,1,1,"0.053","4.392",0,"F",660,"nonbreeding","ILO","urban","ILO","TO","0.448","0.511",76723,45024144,2,2022,"winter","0.6927",30419484,367908,"0.0534139971886977",4392267285,53262250,"0.0777673868683993",195463376856558,"0.78044575050549"
"EHI02015",0.331103980217648,0.156240727259143,0.270436829238919,0.243672353738395,1596,73.428,4.899,2.614,3.418,0.577490317223097,1596,73.428,4.899,2.614,3.418,"ACG94","SD0171201","SD01712","5743","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2021-07-14,"Italy","Lombardy, Varese",458,885,1,1,1,1,"0.11","3.106",0,"M",285,"nonbreeding","ASL","urban","VAS","VA","0.59","0.651",8848748,45799523,7,2021,"spring-summer","0.6871",22025226,830068,"0.0333572376551879",3106227186,109865753,"0.0590144341727057",180495231015518,"0.879551652727426"
"EHI02016",0.32959877420164,0.154538277874154,0.339239431078322,0.242068526037897,1261,16.649,3.023,2.704,4.19,0.597216862435235,1261,16.649,3.023,2.704,4.19,"AEL37","SD0178301","SD01783","5842","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2021-11-04,"Italy","Lombardy, Varese",458,885,1,1,1,1,"0.066","3.814",0,"F",370,"nonbreeding","ASL","urban","VAS","VA","0.59","0.651",8848748,45799523,11,2021,"autumn","0.7368",26564724,464664,"0.0489545910032639",3813602846,65677497,"0.0741175501713141",166075649932046,"0.951494327892836"
"EHI02017",0.383385343028673,0.204277258467813,0.394438412212552,0.293831300748243,1446,48.239,4.523,2.599,4.34,0.719142072234004,1446,48.239,4.523,2.599,4.34,"AEL38","SD0177901","SD01779","5829","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2021-10-26,"Italy","Lombardy, Varese",4583,883,1,1,1,1,"1.019","3.084",0,"F",335,"nonbreeding","Ville Ponti","urban","VAU","VA","0.842","0.876",8831966,45825571,10,2021,"autumn","0.6946",28085100,6987377,"0.0292592021130103",3083593297,1019447649,"0.0545427429056619",176571091367213,"0.899865848093401"
"EHI02018",0.343936418027916,0.173054508518809,0.351406039793319,0.258495463273362,1645,278.477,7.113,3.4,4.763,0.634126273144497,1645,278.477,7.113,3.4,4.763,"AEU26","SD0191502","SD01915","4318","Faecal","Sciurus carolinensis","Rodentia","Adult","ILO",2022-02-09,"Italy","Piedmont, ILO",4502,767,1,1,1,1,"0.033","4.358",0,"F",680,"nonbreeding","ILO","urban","ILO","TO","0.448","0.511",76723,45024144,2,2022,"winter","0.6333",30226424,225167,"0.0480127915856925",4358197358,32599976,"0.0780731242068984",195399862536672,"0.76761727619733"
"EHI02019",0.34296887701545,0.170436916405372,0.339137981703061,0.256702896710411,1646,214.677,7.349,3.376,5.001,0.626451787321841,1646,214.677,7.349,3.376,5.001,"AAB61","SD0044801","SD00448","5963","Faecal","Sciurus carolinensis","Rodentia","Adult","AddaNord",2020-11-10,"Italy","Lombardy, AddaNord",4556,952,1,1,1,1,"0.509","4.046",0,"M",570,"breeding","C03-01","rural","AN","AN","0.13","0.146",9524899,45563423,11,2020,"autumn","0.6618",31201950,3504670,"0.0641229478428722",4046113317,509148324,"0.0891242723860698",192742791773795,"0.793478655575361"
"EHI02020",0.33989784512472,0.169662685253722,0.35285338953171,0.254780265189221,1606,133.897,5.142,1.909,5.086,0.627178326889012,1606,133.897,5.142,1.909,5.086,"ADV83","SD0032603","SD00326","4940","Faecal","Sciurus vulgaris","Rodentia","Nursing","Gallarate",2021-10-07,"Italy","Lombardy, Gallarate",4566,878,1,1,1,1,"2.431","2.34",0,"F",335,"lactating","Bassetti","urban","GAL","GAL","0.806","0.844",8781401,45661555,10,2021,"autumn","0.6513",32947510,16702066,"0.0283335176542582",2340373077,2431485842,"0.0618096541893689",189635062778897,"0.765658467931694"
"EHI02021",0.342465515277273,0.175311416080111,0.341104955124214,0.258888465678692,871,11.523,1.893,2.259,4.472,0.631478583065455,871,11.523,1.893,2.259,4.472,"AEM30","SD0177802","SD01778","4313","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2022-01-24,"Italy","Lombardy, Varese",4583,883,1,1,1,1,"1.494","2.71",0,"F",350,"nonbreeding","Ville Ponti","urban","VAU","VA","0.842","0.876",8831966,45825571,1,2022,"winter","0.8373",28725326,10171966,"0.0364042186935393",2710355472,1493743523,"0.0598187221555568",158511365010395,"0.957535599705155"
"EHI02022",0.345313983852091,0.190198813384423,0.313311824729657,0.267756398618257,1406,21.889,3.863,2.154,3.695,0.639950072146399,1406,21.889,3.863,2.154,3.695,"ADU78","SD0172402","SD01724","5750","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2021-09-29,"Italy","Lombardy, Varese",4582,881,1,1,1,1,"0.163","3.221",0,"M",330,"nonbreeding","Palace","suburban","VAS","VA","0.37","0.561",8808913,45823564,9,2021,"autumn","0.5626",23433942,1172511,"0.0487067104461306",3221013266,163230891,"0.0841180265314896",174350516836746,"0.813148932626182"
"EHI02023",0.389045755666614,0.194355815255882,0.313239217466802,0.291700785461248,1617,121.129,5.576,2.929,4.504,0.68781464341143,1617,121.129,5.576,2.929,4.504,"ACH42","SD0191401","SD01914","5726","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2021-08-10,"Italy","Lombardy, Varese",4582,881,1,1,1,1,"0.298","3.963",0,"F",310,"nonbreeding","Palace","suburban","VAS","VA","0.37","0.561",8808913,45823564,8,2021,"spring-summer","0.5594",29171188,2062849,"0.0284716486467764",3962617272,297990086,"0.0540207361955563",185928996417673,"0.856234883564129"
"EHI02024",0.342632439112048,0.177553148176694,0.352855688748053,0.260092793644371,1641,246.019,5.78,3.631,5.371,0.63780415020476,1641,246.019,5.78,3.631,5.371,"AAZ95","SD0029901","SD00299","4388","Faecal","Sciurus carolinensis","Rodentia","Adult","Torino",2021-02-23,"Italy","Piedmont, Torino",4506,769,1,1,1,1,"0.396","4.456",0,"M",660,"nonbreeding","TO","urban","TO","TO","0.576","0.71",7687153,45056009,2,2021,"winter","0.6799",33235104,2655535,"0.0717519141233978",4455847605,395506593,"0.0966859923766311",194632990548375,"0.775485277352271"
"EHI02025",0.345160667284836,0.178952134487373,0.338207139361085,0.262056400886105,1649,219.988,5.838,2.384,4.833,0.636848514892571,1649,219.988,5.838,2.384,4.833,"AEL42","SD0031303","SD00313","4914","Faecal","Sciurus carolinensis","Rodentia","Adult","Torino",2021-11-10,"Italy","Piedmont, Torino",4506,769,1,1,1,1,"1.311","3.211",0,"M",620,"breeding","TO","urban","TO","TO","0.576","0.71",7687153,45056009,11,2021,"autumn","0.6133",31118038,8867031,"0.0341430840874289",3210536253,1310904057,"0.0644087965315853",194295781479324,"0.710690703804697"
"EHI02026",0.341756686424998,0.179100786052249,0.346846174684311,0.260428736238623,1630,270.4,6.687,3.567,4.829,0.636472864038684,1630,270.4,6.687,3.567,4.829,"ABA94","SD0044803","SD00448","5963","Faecal","Sciurus carolinensis","Rodentia","Adult","AddaNord",2021-03-29,"Italy","Lombardy, AddaNord",4556,952,1,1,1,1,"0.137","4.399",0,"M",560,"breeding","C03-01","rural","AN","AN","0.13","0.146",9524899,45563423,3,2021,"spring-summer","0.6178",31139304,966889,"0.032763282500812",4398792762,136874263,"0.0607660584556188",194059051980077,"0.794683692386056"
"EHI02027",0.351221990831327,0.185211677126577,0.337780659398923,0.268216833978952,1634,265.092,6.049,2.024,3.102,0.649027221090878,1634,265.092,6.049,2.024,3.102,"AAU88","SD0037302","SD00373","5655","Faecal","Sciurus carolinensis","Rodentia","Adult","RS",2020-12-09,"Italy","Piedmont, RS",4495,76,1,1,1,1,"0.134","2.42",0,"F",450,"nonbreeding","RS","suburban","RS","PR","0.2","0.224",7594981,44950145,12,2020,"winter","0.6566",17711126,908793,"0.143491169186445",2420006655,133609578,"0.176715301604447",195356678588273,"0.705487884353146"
"EHI02028",0.325898923457267,0.183838036709512,0.332939316139153,0.25486848008339,1648,81.013,3.728,3.856,5.196,0.620716732213163,1648,81.013,3.728,3.856,5.196,"ABC23","SD0032001","SD00320","4926","Faecal","Sciurus vulgaris","Rodentia","Adult","Gallarate",2021-04-14,"Italy","Lombardy, Gallarate",4566,878,1,1,1,1,"0.143","4.654",0,"M",320,"nonbreeding","Bassetti","urban","GAL","GAL","0.806","0.844",8781401,45661555,4,2021,"spring-summer","0.6838",32680280,1006760,"0.0564910463557452",4653876495,142689009,"0.0767923857516587",178992218972027,"0.857431340470261"
"EHI02029",0.341609087313877,0.172180354692896,0.33381227903222,0.256894721003387,1617,236.71,6.079,2.917,4.642,0.62506020168418,1617,236.71,6.079,2.917,4.642,"ADW28","SD0191501","SD01915","4318","Faecal","Sciurus carolinensis","Rodentia","Adult","ILO",2021-10-12,"Italy","Piedmont, ILO",4502,767,1,1,1,1,"0.287","3.515",0,"F",635,"nonbreeding","ILO","urban","ILO","TO","0.448","0.511",76723,45024144,10,2021,"autumn","0.6928",26009330,1945683,"0.159580486410251",3514596800,286774217,"0.181128110289318",193785979790632,"0.773949735252463"
"EHI02030",0.301573129323312,0.118604276840131,0.250233204640262,0.210088703081722,1249,6.628,2.562,4.623,6.747,0.503588474376864,1249,6.628,2.562,4.623,6.747,"ADU76","SD0169202","SD01692","5779","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2021-09-28,"Italy","Lombardy, Varese",4583,88,1,1,1,1,"0.038","6.295",0,"F",345,"nonbreeding","Villa Baragiola","urban","VAU","VA","0.723","0.714",8798065,45832156,9,2021,"autumn","0.6073",43497022,282660,"0.0329623241227101",6294850667,38280213,"0.0613340276916895",157916207924705,"0.930183247419485"
"EHI02031",0.363718338315508,0.179910917021866,0.269901427058571,0.271814627668687,1626,54.225,4.3,3.819,5.147,0.633596397690231,1626,54.225,4.3,3.819,5.147,"AEU32","SD0031203","SD00312","4912","Faecal","Sciurus vulgaris","Rodentia","Adult","Gallarate",2022-01-18,"Italy","Lombardy, Gallarate",4566,878,1,1,1,1,"0.079","4.615",0,"M",335,"breeding","Aloisianum","urban","GAL","GAL","0.81","0.832",8779362,45656676,1,2022,"winter","0.6278",33145694,616641,"0.0341149461033146",4615215345,78578875,"0.0881338044162135",177900096411832,"0.890767738801026"
"EHI02032",0.33972728478412,0.167201282291593,0.331177218625646,0.253464283537856,1651,291.924,6.434,4.625,7.048,0.617320973284261,1651,291.924,6.434,4.625,7.048,"ABC51","SD0039601","SD00396","5709","Faecal","Sciurus carolinensis","Rodentia","Adult","ILO",2021-04-20,"Italy","Piedmont, ILO",4502,767,1,1,1,1,"0.618","5.624",0,"F",605,"nonbreeding","ILO","urban","ILO","TO","0.448","0.511",76723,45024144,4,2021,"spring-summer","0.6686",42855276,4231971,"0.0879173482855894",5624025816,617878710,"0.114362981145774",19545621692856,"0.796971855876592"
"EHI02033",0.326502933697233,0.151155705564563,0.284657445482711,0.238829319630898,1468,9.729,2.435,4.822,6.974,0.572544454422699,1468,9.729,2.435,4.822,6.974,"ADV71","SD0191402","SD01914","5726","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2021-09-28,"Italy","Lombardy, Varese",4582,881,1,1,1,1,"0.045","6.374",0,"F",330,"nonbreeding","Palace","suburban","VAS","VA","0.37","0.561",8808913,45823564,9,2021,"autumn","0.6991",43821580,336868,"0.0574761385738007",6373949627,45485903,"0.0795294367277279",162928839539635,"0.92112278365021"
"EHI02034",0.320581560283258,0.156453156411875,0.324427283104909,0.238517358347566,1641,244.246,6.614,3.829,5.345,0.585177144396769,1641,244.246,6.614,3.829,5.345,"AAV94","SD0030002","SD00300","4389","Faecal","Sciurus carolinensis","Rodentia","Adult","Torino",2021-04-07,"Italy","Piedmont, Torino",4506,769,1,1,1,1,"0.207","4.746",0,"M",630,"breeding","TO","urban","TO","TO","0.576","0.71",7687153,45056009,4,2021,"spring-summer","0.6323",34199534,1452266,"0.0402425603893503",4745975839,207115863,"0.0733272154978729",19327387646048,"0.793833645511499"
"EHI02035",0.300002212184685,0.151952681252138,0.307316848786179,0.225977446718411,1317,40.402,2.445,2.719,6.073,0.554393843032216,1317,40.402,2.445,2.719,6.073,"AEL29","SD0177801","SD01778","4313","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2021-10-25,"Italy","Lombardy, Varese",4583,883,1,1,1,1,"2.177","3.557",0,"F",340,"nonbreeding","Ville Ponti","urban","VAU","VA","0.842","0.876",8831966,45825571,10,2021,"autumn","0.6838",39407340,14878976,"0.0266266337276556",3556949743,2177060762,"0.0557878967906595",178770262288242,"0.89009311615989"
"EHI02036",0.346145813199983,0.183140079955536,0.346818673426527,0.264642946577759,1647,189.565,6.387,5.142,7.311,0.644892117631027,1647,189.565,6.387,5.142,7.311,"AAA50","SD0037301","SD00373","5655","Faecal","Sciurus carolinensis","Rodentia","Adult","RS",2020-10-13,"Italy","Piedmont, RS",4495,76,1,1,1,1,"0.325","6.139",0,"F",470,"nonbreeding","RS","suburban","RS","PR","0.2","0.224",7594981,44950145,10,2020,"autumn","0.7015",44950742,2493734,"0.0777989222878596",6138747407,324567704,"0.115998847366841",189309570682132,"0.849089965230377"
"EHI02037",0.30582515992926,0.160820280187161,0.326661090074253,0.23332272005821,1601,47.449,2.897,3.926,5.633,0.575532470141172,1601,47.449,2.897,3.926,5.633,"ABC33","SD0031801","SD00318","4922","Faecal","Sciurus vulgaris","Rodentia","Adult","Gallarate",2021-04-14,"Italy","Lombardy, Gallarate",4566,878,1,1,1,1,"0.158","4.819",0,"M",300,"breeding","Bassetti","urban","GAL","GAL","0.806","0.844",8781401,45661555,4,2021,"spring-summer","0.7289",34737514,1367624,"0.074929273894271",4819246034,158163898,"0.116333575296319",180693724439102,"0.860825086297869"
"EHI02038",0.38764827786149,0.213914912830081,0.365632020754194,0.300781595345785,1467,46.981,2.313,4.49,5.749,0.723440530942968,1467,46.981,2.313,4.49,5.749,"AEM23","SD0178302","SD01783","5842","Faecal","Sciurus vulgaris","Rodentia","Adult","Varese",2022-01-12,"Italy","Lombardy, Varese",458,885,1,1,1,1,"0.093","5.199",0,"F",355,"nonbreeding","ASL","urban","VAS","VA","0.59","0.651",8848748,45799523,1,2022,"winter","0.6828",36355788,728019,"0.0513980062960445",5199459650,93407657,"0.0793168009761956",174815761075706,"0.944567219777863"
"EHI02039",0.334642622505547,0.192202686797054,0.334588228814387,0.2634226546513,1613,35.254,3.144,3.586,5.039,0.638374718907396,1613,35.254,3.144,3.586,5.039,"ABC29","SD0030501","SD00305","4901","Faecal","Sciurus vulgaris","Rodentia","Adult","Gallarate",2021-04-16,"Italy","Lombardy, Gallarate",4566,878,1,1,1,1,"0.044","4.457",0,"M",345,"nonbreeding","Bassetti","urban","GAL","GAL","0.806","0.844",8781401,45661555,4,2021,"spring-summer","0.71",31338836,382350,"0.0670446496744598",4457212863,43861599,"0.106688476126649",178861377273492,"0.851187628740409"
"EHI02068",0.348131651147343,0.170421279640699,0.324513320950759,0.259276465394021,1670,217.896,8.755,2.783,4.29,0.626724037771629,1670,217.896,8.755,2.783,4.29,"AAZ65","SD0032701","SD00327","4943","Faecal","Sciurus carolinensis","Rodentia","Adult","Torino",2021-02-23,"Italy","Piedmont, Torino",4506,769,4,3,3,3,"1.236","7.624",465,"M",640,"nonbreeding","TO","urban","TO","TO","0.576","0.71",7687153,45056009,2,2021,"winter","0.6667",27694370,2918790,"0.0317351944765381",3601084486,429440182,"0.0605514926394701",190766558004349,"0.785094674015336"
"EHI02078",0.360722056945934,0.173588518755414,0.341983820221197,0.267155287850674,1650,280.091,7.599,2.929,4.75,0.648305182441748,1650,280.091,7.599,2.929,4.75,"ABA95","SD0043802","SD00438","5936","Faecal","Sciurus carolinensis","Rodentia","Pregnant","AddaNord",2021-03-29,"Italy","Lombardy, AddaNord",4556,952,4,3,3,3,"0.945","16.361",465,"F",560,"pregnant","C03-01","rural","AN","AN","0.13","0.146",9524899,45563423,3,2021,"spring-summer","0.6389",29718816,2591689,"0.0614124133090453",3849590816,333115601,"0.119337656482501",193981537217349,"0.79589789692041"
